byte	frequency
0	0.9998656691533074
1	0.9998059739768119
2	0.9997748791402629
3	0.9997885401949633
4	0.9997693554589362
5	0.9997789998396924
6	0.999731220137393
7	0.9998019841804024
8	0.9926769630108275
9	0.7166512279108243
10	0.9997440930683036
11	0.9997398196477216
12	0.999731220137393
13	0.9996857091373952
14	0.9997326582305021
15	0.9998059739768119
16	0.9997596092565885
17	0.9996991040489794
18	0.9997240009086297
19	0.9997939442311574
20	0.9997283381831881
21	0.9997398196477216
22	0.9997735013587372
23	0.9997748791402629
24	0.999731220137393
25	0.9997539950914183
26	0.9997693554589362
27	0.9997005833391268
28	0.9997596092565885
29	0.999679709397292
30	0.9996661072805737
31	0.9070240569511538
32	0.9940114631185307
33	0.9058248404615437
34	0.893076322688837
35	0.9225453155284439
36	0.9986659691020132
37	0.9756942688991238
38	0.027410569264993714
39	0.9666901894212928
40	0.9552359565306768
41	0.9959453702042499
42	0.995116332448733
43	0.990705374948937
44	0.058386854321258265
45	0.05672747702679442
46	0.057491531655130386
47	0.02417299635046357
48	0.020800695607401373
49	0.12604388248533052
50	0.09207162671095971
51	0.04790287838677212
52	0.11984691054153117
53	0.27732046667392324
54	0.13966106280501336
55	0.29531423842580445
56	0.14497470715338096
57	0.4186358312314317
58	0.9599667639443489
59	0.995274879742461
60	0.45988429131898456
61	0.9921808341787013
62	0.3667183459578825
63	0.9998055639847561
64	0.9561009819562286
65	0.9634043116934663
66	0.9502694573998518
67	0.3449451126928327
68	0.9656122933225051
69	0.1866099662036338
70	0.8941406881871188
71	0.5399474404146067
72	0.37233237420328075
73	0.9099779344434852
74	0.9948287526333504
75	0.9848668100608712
76	0.9400572666502663
77	0.9640040202879046
78	0.5692529401864657
79	0.35538925479281147
80	0.9985810427168829
81	0.2679110245059167
82	0.9461017727214291
83	0.9772514407978391
84	0.9850003199225373
85	0.9934700009002327
86	0.9936862824491567
87	0.9927706980157284
88	0.9965542173548995
89	0.9907695526013257
90	0.9839155976466071
91	0.9891846386475203
92	0.9839364761514968
93	0.9969634694056438
94	0.14528380749757633
95	0.9996627233491093
96	0.029074466601467598
97	0.11735109304779337
98	0.059893730782154896
99	0.03877287218659878
100	0.1393054285036304
101	0.15003012126830717
102	0.1009290962813653
103	0.27694478377475135
104	0.07651674855367759
105	0.9890600843980408
106	0.9542416020574311
107	0.03893539488282059
108	0.47999219505982377
109	0.06461542994477082
110	0.031774557754705716
111	0.2649651513294244
112	0.9918513282327648
113	0.5608384256921788
114	0.2592425077859534
115	0.14822654863723198
116	0.915315598990148
117	0.9468768990325618
118	0.044530234701877995
119	0.9565503830974645
120	0.9683379362890524
121	0.9670210135881396
122	0.9935837011048062
123	0.9854140292820324
124	0.9934792008981115
125	0.9997138143671469
126	0.9996736814586388
127	0.9998358686321398
128	0.9997596092565885
129	0.9997721214804407
130	0.9997340943940567
131	0.9997525865062744
132	0.999781736369693
133	0.9997554016648295
134	0.9997167342039265
135	0.9997939442311574
136	0.9996600168460944
137	0.9997525865062744
138	0.9997108870712683
139	0.9997123516492096
140	0.9996946552855592
141	0.999738391254964
142	0.9996946552855592
143	0.9998152038279722
144	0.999767969328337
145	0.9997693554589362
146	0.9997138143671469
147	0.9997398196477216
148	0.9997005833391268
149	0.9997210998889796
150	0.9997005833391268
151	0.9997138143671469
152	0.9997283381831881
153	0.9997167342039265
154	0.9996721700988683
155	0.9997369609115532
156	0.9997637985318036
157	0.9996229078873917
158	0.9997167342039265
159	0.9997939442311574
160	0.9997511759151522
161	0.9997138143671469
162	0.9996961400177341
163	0.9997568062207229
164	0.999731220137393
165	0.9997297801199057
166	0.9996961400177341
167	0.9997254485724884
168	0.9997064822245478
169	0.9997123516492096
170	0.9997079523542429
171	0.9997005833391268
172	0.9996415823117668
173	0.999731220137393
174	0.9997210998889796
175	0.9997469321628205
176	0.9997079523542429
177	0.9997050102535867
178	0.9996827128088062
179	0.9996916804101686
180	0.9997511759151522
181	0.9997005833391268
182	0.9996961400177341
183	0.9997283381831881
184	0.9997254485724884
185	0.9997297801199057
186	0.9997225513458002
187	0.9997440930683036
188	0.9996307176547192
189	0.999679709397292
190	0.9996736814586388
191	0.9997637985318036
192	0.9997094206380484
193	0.9997123516492096
194	0.9997355286228277
195	0.9997369609115532
196	0.9997568062207229
197	0.9997050102535867
198	0.9996931687482306
199	0.9997340943940567
200	0.9997326582305021
201	0.9997181913131482
202	0.9996508299580051
203	0.9997050102535867
204	0.9997005833391268
205	0.9997050102535867
206	0.9996901902757352
207	0.9997525865062744
208	0.9997196465431284
209	0.9997721214804407
210	0.9996827128088062
211	0.9996886983492463
212	0.9997398196477216
213	0.999667625584032
214	0.9997094206380484
215	0.9996886983492463
216	0.9997050102535867
217	0.9997340943940567
218	0.9997123516492096
219	0.9997123516492096
220	0.9996523653471117
221	0.9996554310473362
222	0.9996645872511386
223	0.9997483487377753
224	0.9996615420299986
225	0.999738391254964
226	0.9996508299580051
227	0.9997858251272758
228	0.9997020608063059
229	0.9996946552855592
230	0.9997108870712683
231	0.9997398196477216
232	0.9997665811261744
233	0.9996721700988683
234	0.9997426705598127
