byte	frequency
0	0.0
1	0.0
2	0.0
3	0.0
4	6.33037155695e-07
5	0.0
6	0.0
7	0.0
8	0.251945951721
9	0.297447839873
10	2.57880390812e-06
11	0.0
12	0.0234242793529
13	0.0
14	0.0
15	5.7679765585e-07
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	2.59113024495e-06
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0
31	0.81933537982
32	0.0494313148893
33	0.268180474388
34	0.0511554017405
35	0.00235849312196
36	0.00778539552083
37	0.121947322782
38	0.0111667585124
39	0.0194889988048
40	0.0198875145533
41	0.00145321061692
42	0.0451409014712
43	0.0981203897756
44	0.214779719332
45	0.300615760791
46	0.583859139264
47	0.279701389007
48	0.239277858307
49	0.190023318872
50	0.113596047794
51	0.0983204449626
52	0.104748214447
53	0.061705789714
54	0.0642616756114
55	0.0929772068595
56	0.06315841748
57	0.281160163128
58	0.12808036954
59	0.397722494249
60	0.20273349131
61	0.39783914065
62	0.0725320220904
63	0.00570621519525
64	0.145394434764
65	0.0689668145033
66	0.112668032019
67	0.127895848395
68	0.0434206879157
69	0.0869845083021
70	0.0338826899657
71	0.0305017567278
72	0.0572885794795
73	0.0283529078458
74	0.0130305205724
75	0.0460616783334
76	0.0557565052343
77	0.0495851614062
78	0.0371373735158
79	0.0862987447221
80	0.00646301816543
81	0.0501879181698
82	0.0962898634725
83	0.112965800678
84	0.0511090120208
85	0.0165469595437
86	0.0428869205039
87	0.00526996910917
88	0.0123764119533
89	0.00410750201622
90	0.0705528249485
91	0.000203484371064
92	0.0705147225986
93	4.63897728183e-05
94	0.0478305864449
95	2.51942674792e-05
96	0.646285750422
97	0.184534256891
98	0.449420848472
99	0.441730003275
100	0.880546236729
101	0.227758447387
102	0.357617614447
103	0.37910645821
104	0.641108060092
105	0.0348079554191
106	0.153474420084
107	0.541408704165
108	0.387875285654
109	0.643515059611
110	0.665190421071
111	0.416279584012
112	0.0782951321962
113	0.622389994714
114	0.651806214012
115	0.839762799516
116	0.383116451971
117	0.180398932099
118	0.238274686767
119	0.122963232163
120	0.255591584306
121	0.0263094181825
122	0.000537654926107
123	0.0013878886932
124	0.000546069588551
125	0.00313164847308
126	0.0
127	0.0192820882975
128	0.00120075427155
129	0.000921050097083
130	0.000739807162748
131	0.000682288827128
132	0.000197983184845
133	0.000212674339721
134	0.000553098040373
135	0.000901805813058
136	0.000557677286033
137	0.000322333972116
138	0.000416655163889
139	0.000408194959825
140	0.000277412523482
141	9.77002532802e-05
142	0.000166685863499
143	0.000228941042899
144	0.000182436602602
145	0.000268384407593
146	0.00294550220547
147	0.00262696902604
148	0.000466786719962
149	0.000253756874341
150	0.000604490894533
151	0.00104197096899
152	0.0113924222664
153	0.000416584529941
154	0.000342299945572
155	0.00477166551009
156	0.00456054319988
157	0.000270567691151
158	0.000272894785792
159	0.0128595820497
160	0.00113013944658
161	0.000861591893391
162	0.000536615322703
163	0.000482055115109
164	0.000631727503889
165	0.00078784642769
166	0.000673593927123
167	0.00055492834433
168	0.00149438292688
169	0.000519533091444
170	0.000450629655808
171	0.00023835363816
172	0.00111346098143
173	0.00035531369856
174	0.000239257392512
175	0.000623026805659
176	0.000819105398102
177	0.000705599607726
178	0.000721251141415
179	0.000475878841464
180	0.000568136389182
181	0.000356483502794
182	0.000408489526268
183	0.00337875875872
184	0.00146660490741
185	0.000398322264419
186	0.000354467385794
187	0.000547181136102
188	0.000259221094543
189	0.000196036613841
190	0.000292402257282
191	0.0
192	0.0
193	0.0131579623572
194	0.00361023210973
195	0.000131780982932
196	0.000147593187743
197	1.52485979666e-05
198	8.81687741613e-06
199	8.72847914732e-07
200	3.49054536945e-06
201	6.35438567693e-06
202	2.31126746204e-05
203	2.61534718711e-05
204	1.73579144574e-06
205	0.000345502234814
206	0.000149445165339
207	0.000216741335198
208	8.58970195981e-05
209	5.51202841618e-07
210	4.55258078006e-06
211	0.0
212	1.14654811407e-06
213	4.93438310068e-05
214	6.34352259418e-05
215	3.02743975068e-05
216	2.62399277919e-05
217	1.09348009036e-06
218	0.0
219	0.0
220	0.0
221	0.0
222	8.09908755598e-07
223	0.00344329820031
224	7.80162163919e-05
225	0.0186999149573
226	0.00100206716803
227	0.000188538202998
228	0.000411827483924
229	0.00028394673975
230	0.000229384103054
231	0.000252832489979
232	0.000218327513943
233	8.10802058109e-05
234	0.000121810929909
235	0.000178270143295
236	9.48938467722e-05
237	0.0
238	0.000220217927438
239	1.30927849987e-05
240	3.40145651905e-06
241	0.0
242	1.74956814457e-05
243	2.27453024678e-06
244	4.73121357138e-06
245	1.28565001063e-06
246	0.0
247	0.0
248	0.0
249	8.96926087176e-06
250	0.0
251	3.76773987958e-06
252	0.0
253	0.0
254	0.0
255	0.0
